@relation auto-analyze-full

@attribute ID numeric
@attribute neg numeric
@attribute neu numeric
@attribute pos numeric
@attribute compound numeric
@attribute class {negative,positive,neutral}

@data
27027,0.107,0.87,0.023,-0.8149,negative
21188,0,0.772,0.228,0.9804,neutral
48754,0.039,0.836,0.125,0.8987,positive
4571,0.253,0.747,0,-0.888,negative
23340,0.14,0.738,0.122,-0.2732,positive
70827,0,0.55,0.45,0.8478,positive
59096,0.008,0.667,0.324,0.9927,positive
12374,0,1,0,0,negative
71587,0.129,0.594,0.277,0.8722,positive
33197,0,0.827,0.173,0.9337,positive
8464,0.032,0.828,0.14,0.928,neutral
30722,0.035,0.748,0.217,0.9426,negative
44056,0,0.739,0.261,0.7717,positive
57209,0,0.566,0.434,0.9872,positive
63700,0.011,0.881,0.108,0.8901,positive
34368,0.101,0.899,0,-0.5423,negative
54358,0,0.744,0.256,0.9809,positive
69521,0.118,0.882,0,-0.2829,negative
25360,0.023,0.794,0.183,0.9201,neutral
37614,0.067,0.755,0.178,0.9659,negative
8550,0,0.754,0.246,0.9829,positive
52936,0.069,0.851,0.08,-0.4153,negative
42226,0,0.725,0.275,0.9002,positive
40163,0.022,0.778,0.201,0.9817,positive
46057,0,0.841,0.159,0.8388,positive
43149,0.053,0.733,0.215,0.9173,positive
10480,0,1,0,0,neutral
35604,0.029,0.807,0.164,0.872,positive
59627,0.077,0.75,0.173,0.7003,positive
48024,0.066,0.7,0.235,0.9014,neutral
930,0,0.834,0.166,0.4926,positive
71881,0.041,0.916,0.043,0.0772,negative
61202,0,0.7,0.3,0.9548,positive
19717,0.049,0.811,0.141,0.9518,negative
60074,0.013,0.77,0.217,0.9734,positive
9457,0,0.921,0.079,0.3612,negative
11261,0,0.621,0.379,0.7717,positive
41922,0,0.49,0.51,0.9627,positive
59987,0,0.834,0.166,0.7163,positive
67351,0.021,0.772,0.208,0.9899,positive
62950,0,0.83,0.17,0.5686,positive
11669,0.044,0.807,0.15,0.9513,neutral
8079,0.042,0.892,0.066,0.2222,negative
66231,0.094,0.771,0.135,0.7439,neutral
24536,0.058,0.872,0.07,0.1128,positive
72060,0.08,0.722,0.198,0.8225,negative
54344,0.06,0.79,0.15,0.8896,neutral
69159,0,0.692,0.308,0.9355,positive
60652,0,0.766,0.234,0.9635,positive
53844,0.345,0.655,0,-0.9416,negative
33325,0.045,0.837,0.119,0.5756,positive
4471,0.034,0.923,0.042,0.128,negative
60784,0,0.792,0.208,0.8885,positive
56543,0,0.867,0.133,0.7156,positive
30703,0,0.922,0.078,0.4215,neutral
36283,0.019,0.91,0.071,0.7717,positive
34936,0.024,0.732,0.245,0.9424,positive
12321,0.07,0.66,0.271,0.9062,positive
52356,0.231,0.769,0,-0.2732,neutral
11785,0.238,0.762,0,-0.7065,negative
70963,0,0.814,0.186,0.6249,positive
46574,0,0.682,0.318,0.9904,positive
66093,0,0.852,0.148,0.8513,neutral
43246,0.05,0.64,0.31,0.9355,positive
71957,0,0.865,0.135,0.7269,neutral
41444,0.068,0.645,0.287,0.9509,positive
53897,0.111,0.725,0.163,0.5296,positive
66389,0.089,0.753,0.157,0.9075,positive
29742,0.08,0.896,0.024,-0.7531,negative
1443,0.021,0.83,0.149,0.9778,neutral
63888,0,0.709,0.291,0.9269,positive
57879,0.083,0.73,0.187,0.8778,negative
9049,0.048,0.81,0.142,0.4997,negative
42200,0,0.698,0.302,0.9055,positive
32751,0.05,0.79,0.16,0.9313,positive
47232,0.013,0.891,0.096,0.8528,neutral
2942,0,0.868,0.132,0.4404,positive
53615,0.026,0.65,0.324,0.9965,positive
72239,0.012,0.87,0.117,0.8812,positive
51322,0.026,0.872,0.101,0.6934,neutral
33963,0.146,0.733,0.121,-0.572,negative
56339,0.025,0.807,0.168,0.9767,positive
8821,0.069,0.781,0.15,0.8572,neutral
12474,0.03,0.866,0.103,0.7003,positive
11315,0,0.668,0.332,0.9716,positive
58672,0,0.618,0.382,0.7778,positive
12423,0.115,0.864,0.022,-0.8807,negative
33146,0,0.664,0.336,0.9712,positive
8388,0,0.811,0.189,0.6369,positive
46180,0.06,0.6,0.34,0.9056,positive
40076,0.052,0.739,0.209,0.8811,positive
6732,0.318,0.682,0,-0.4948,negative
31972,0.094,0.716,0.19,0.8029,positive
40074,0.046,0.893,0.061,0.2846,neutral
24266,0,0.694,0.306,0.8974,positive
27740,0.065,0.841,0.094,0.8455,positive
9650,0.019,0.85,0.13,0.8831,negative
63579,0.023,0.76,0.217,0.9866,positive
12661,0,0.811,0.189,0.8316,negative
50038,0.021,0.763,0.216,0.984,neutral
72192,0.148,0.575,0.276,0.7293,positive
8922,0.114,0.852,0.033,-0.5803,negative
32841,0.09,0.86,0.05,-0.6387,negative
30245,0,1,0,0,negative
30605,0,0.79,0.21,0.962,positive
43354,0.056,0.595,0.35,0.9792,positive
61597,0,0.746,0.254,0.9115,positive
43405,0,0.671,0.329,0.8519,positive
30834,0,0.745,0.255,0.9852,positive
10277,0.268,0.664,0.068,-0.9135,negative
49849,0.072,0.687,0.241,0.919,neutral
49948,0,0.635,0.365,0.9584,neutral
38948,0.107,0.8,0.093,0.0997,negative
58099,0.044,0.891,0.065,0.3485,negative
72174,0.034,0.785,0.181,0.8576,positive
64253,0.07,0.598,0.331,0.9043,positive
36089,0,0.566,0.434,0.9635,positive
46631,0.078,0.728,0.194,0.9494,positive
64463,0.038,0.832,0.129,0.7269,neutral
16228,0.104,0.877,0.02,-0.8468,negative
66364,0,0.85,0.15,0.6893,neutral
48792,0.089,0.701,0.21,0.8226,positive
38807,0.144,0.689,0.167,0.5915,neutral
68058,0.111,0.889,0,-0.4083,negative
60088,0,0.677,0.323,0.8619,positive
21362,0.09,0.849,0.061,-0.3735,positive
50716,0.014,0.801,0.185,0.9389,positive
6642,0,0.827,0.173,0.8689,positive
8593,0.028,0.865,0.106,0.7717,negative
46232,0,0.793,0.207,0.9571,positive
9917,0.06,0.732,0.208,0.9273,positive
58689,0.26,0.673,0.067,-0.7308,positive
19215,0,0.816,0.184,0.8531,negative
54595,0.103,0.675,0.223,0.7013,positive
19990,0.023,0.765,0.213,0.9643,positive
30069,0.103,0.866,0.031,-0.7183,negative
65386,0.057,0.823,0.12,0.655,negative
10259,0,0.568,0.432,0.8864,positive
18059,0.094,0.906,0,-0.5296,negative
13229,0.017,0.713,0.27,0.9898,positive
16980,0.064,0.714,0.222,0.9783,negative
3817,0.022,0.775,0.203,0.9589,negative
55529,0.02,0.883,0.096,0.7096,positive
71475,0.082,0.547,0.371,0.95,positive
28806,0.1,0.816,0.085,-0.1263,negative
68693,0,0.837,0.163,0.8975,positive
52992,0.008,0.753,0.239,0.9812,positive
8311,0.015,0.851,0.135,0.9536,negative
12663,0,0.681,0.319,0.9325,positive
65870,0.08,0.867,0.053,-0.6959,negative
62804,0,0.714,0.286,0.9516,positive
55021,0.066,0.676,0.257,0.9882,positive
63688,0,0.756,0.244,0.8986,neutral
49077,0.048,0.845,0.108,0.7629,positive
45404,0.029,0.874,0.097,0.8074,neutral
45993,0.049,0.766,0.185,0.8825,positive
57273,0,0.864,0.136,0.8271,positive
49441,0,0.872,0.128,0.7214,positive
72072,0,0.586,0.414,0.9513,positive
59968,0,0.832,0.168,0.7389,positive
29973,0,1,0,0,positive
29825,0.228,0.772,0,-0.8217,negative
32724,0.037,0.845,0.118,0.9469,positive
50043,0.035,0.809,0.157,0.9159,positive
21850,0.058,0.88,0.062,0.0516,negative
15026,0.062,0.899,0.039,-0.128,negative
45728,0.011,0.855,0.134,0.9491,neutral
1778,0,1,0,0,negative
39748,0.02,0.733,0.247,0.9937,negative
2502,0.018,0.746,0.236,0.982,positive
827,0,0.847,0.153,0.8271,positive
31384,0,0.802,0.198,0.5719,positive
29149,0,0.751,0.249,0.9598,positive
41764,0.018,0.694,0.288,0.9921,positive
9579,0.007,0.834,0.159,0.9777,positive
10880,0,0.626,0.374,0.9747,positive
1219,0.06,0.813,0.127,0.3612,negative
63912,0,0.74,0.26,0.8562,neutral
28969,0.123,0.816,0.061,-0.3193,neutral
9663,0.17,0.697,0.133,-0.5455,positive
54963,0.065,0.856,0.079,0.126,positive
52393,0.05,0.89,0.06,0.2732,negative
34317,0,0.876,0.124,0.8784,positive
29570,0.066,0.747,0.187,0.9321,positive
27758,0.111,0.617,0.272,0.6411,positive
39876,0.03,0.895,0.075,0.7865,negative
36501,0.077,0.786,0.138,0.6731,neutral
62530,0.047,0.708,0.245,0.991,positive
55366,0.023,0.81,0.167,0.909,positive
29242,0,0.812,0.188,0.5007,negative
11255,0.041,0.804,0.155,0.8853,positive
27555,0,0.75,0.25,0.9493,positive
22374,0.014,0.848,0.138,0.952,positive
34157,0,0.735,0.265,0.9681,positive
16233,0,0.86,0.14,0.7893,positive
64254,0.035,0.776,0.189,0.893,positive
38044,0.271,0.729,0,-0.8762,negative
59886,0.026,0.627,0.346,0.9818,positive
63885,0.129,0.805,0.065,-0.6668,negative
23810,0,0.725,0.275,0.989,neutral
25612,0.396,0.545,0.058,-0.9558,negative
5165,0.141,0.753,0.106,-0.611,negative
31333,0,0.65,0.35,0.9325,positive
69307,0,1,0,0,positive
68743,0.035,0.797,0.168,0.7156,positive
38534,0.07,0.754,0.177,0.969,positive
12784,0,0.751,0.249,0.9615,positive
55656,0,1,0,0,positive
29697,0.017,0.882,0.101,0.8265,neutral
52846,0.127,0.606,0.267,0.8061,positive
193,0.115,0.732,0.152,0.6143,negative
53266,0,0.918,0.082,0.5673,positive
23257,0,0.873,0.127,0.4927,positive
67024,0.022,0.895,0.083,0.7506,neutral
25404,0.064,0.837,0.1,0.2263,negative
26899,0.128,0.808,0.064,-0.7585,negative
45706,0.097,0.797,0.107,0.2668,neutral
46657,0.068,0.749,0.183,0.9371,positive
43458,0,0.861,0.139,0.7964,neutral
54619,0.034,0.795,0.171,0.9681,positive
69754,0,0.748,0.252,0.9578,positive
25038,0,0.688,0.312,0.9831,positive
64711,0,0.689,0.311,0.9966,positive
23611,0.044,0.875,0.081,0.6254,positive
9735,0,1,0,0,neutral
70320,0.089,0.675,0.236,0.9798,positive
41712,0.028,0.786,0.186,0.8919,positive
49448,0.041,0.873,0.086,0.5852,neutral
33734,0.065,0.761,0.173,0.6085,positive
41232,0.008,0.705,0.287,0.9926,positive
41271,0,1,0,0,positive
35355,0.027,0.777,0.196,0.9405,positive
12613,0.059,0.758,0.183,0.9701,neutral
27379,0.026,0.879,0.095,0.7096,positive
6734,0.033,0.679,0.289,0.9507,positive
20052,0,0.764,0.236,0.9713,positive
53547,0.161,0.757,0.081,-0.6083,positive
45257,0.085,0.748,0.167,0.9112,neutral
39198,0.04,0.804,0.156,0.6369,neutral
7961,0,0.698,0.302,0.8555,positive
22776,0.066,0.866,0.069,0.0258,neutral
22028,0.023,0.832,0.145,0.9284,negative
58468,0.054,0.811,0.135,0.6369,positive
63291,0.02,0.721,0.258,0.9674,positive
46855,0,0.83,0.17,0.9411,positive
58733,0.052,0.823,0.125,0.8154,positive
20263,0,0.619,0.381,0.9298,positive
64418,0.099,0.884,0.017,-0.6603,negative
7426,0.119,0.569,0.312,0.8881,positive
19378,0.083,0.857,0.06,-0.4728,negative
55894,0.019,0.852,0.128,0.9013,positive
67943,0,0.936,0.064,0.7142,positive
70155,0.007,0.799,0.194,0.9883,positive
27188,0.068,0.844,0.088,0.2041,negative
31393,0,0.611,0.389,0.9755,positive
42230,0,0.881,0.119,0.8779,positive
66631,0.11,0.89,0,-0.6381,negative
62271,0,0.766,0.234,0.988,positive
40514,0.133,0.75,0.117,-0.296,negative
18155,0.147,0.786,0.067,-0.9407,negative
11976,0.105,0.723,0.172,0.6021,positive
48475,0.029,0.771,0.2,0.9772,neutral
66848,0.13,0.793,0.076,-0.4295,negative
52941,0.022,0.857,0.121,0.9511,neutral
29479,0,0.83,0.17,0.8025,positive
43469,0.019,0.756,0.226,0.9732,positive
60867,0,0.714,0.286,0.886,positive
54606,0.069,0.931,0,-0.408,positive
8401,0.045,0.839,0.116,0.3903,negative
14011,0,0.783,0.217,0.9822,positive
32288,0.168,0.832,0,-0.7558,negative
38067,0.094,0.79,0.116,0.6504,negative
33323,0.053,0.947,0,-0.5423,negative
62835,0.076,0.748,0.175,0.9472,positive
52478,0.065,0.812,0.122,0.6467,negative
10647,0.049,0.669,0.282,0.9877,positive
27840,0.278,0.606,0.117,-0.8519,negative
12984,0.168,0.832,0,-0.6186,negative
24892,0.078,0.699,0.223,0.6588,positive
33686,0.058,0.704,0.238,0.977,positive
4249,0.014,0.825,0.161,0.9464,negative
64501,0.026,0.757,0.216,0.9839,positive
42534,0,0.76,0.24,0.9901,positive
32594,0.141,0.859,0,-0.5583,negative
39678,0.112,0.843,0.045,-0.5603,neutral
29595,0.05,0.884,0.067,0.0351,negative
58833,0,0.694,0.306,0.9324,positive
45998,0.109,0.659,0.233,0.4939,positive
8852,0,1,0,0,negative
35407,0.123,0.813,0.064,-0.424,negative
56855,0.052,0.744,0.204,0.9602,positive
659,0,0.722,0.278,0.9853,positive
37122,0.159,0.841,0,-0.5991,negative
35351,0,0.654,0.346,0.9552,positive
44040,0.051,0.69,0.259,0.9769,positive
5683,0,0.676,0.324,0.8011,positive
48829,0.049,0.697,0.254,0.9756,neutral
32333,0.035,0.851,0.114,0.8977,negative
59276,0,1,0,0,negative
34109,0.021,0.829,0.15,0.8299,neutral
59433,0,0.86,0.14,0.8815,negative
19774,0.086,0.699,0.214,0.9038,positive
58056,0.094,0.828,0.077,-0.3549,negative
12614,0.059,0.888,0.053,-0.1638,negative
38323,0,0.752,0.248,0.5106,negative
55408,0.078,0.741,0.181,0.61,positive
71700,0,0.66,0.34,0.9756,positive
17667,0.011,0.781,0.209,0.9844,positive
36659,0,0.816,0.184,0.7435,positive
25923,0.014,0.762,0.224,0.9849,positive
29789,0.115,0.849,0.037,-0.8887,negative
62720,0,0.684,0.316,0.9239,positive
11856,0.019,0.906,0.074,0.7029,negative
8776,0.15,0.801,0.049,-0.5053,negative
35088,0,0.775,0.225,0.9538,neutral
34566,0.046,0.851,0.103,0.9125,negative
49166,0.036,0.802,0.162,0.9441,neutral
58134,0.097,0.777,0.127,0.0094,negative
348,0,0.859,0.141,0.6806,positive
58014,0.065,0.64,0.295,0.9911,positive
1658,0.065,0.718,0.217,0.9435,positive
44755,0.018,0.78,0.202,0.9847,neutral
17038,0.029,0.886,0.085,0.8781,positive
14385,0.111,0.619,0.27,0.8585,positive
19754,0.088,0.765,0.147,0.857,negative
64473,0.043,0.823,0.134,0.8129,negative
59725,0,0.867,0.133,0.5673,positive
55225,0,0.68,0.32,0.9625,positive
53605,0,0.54,0.46,0.9508,positive
515,0.084,0.916,0,-0.5423,negative
26436,0,0.657,0.343,0.9396,positive
59762,0,0.86,0.14,0.9253,positive
34724,0,0.646,0.354,0.8528,positive
38623,0,0.679,0.321,0.9632,positive
62248,0,0.645,0.355,0.8268,positive
8497,0.185,0.715,0.099,-0.4885,negative
11005,0,0.873,0.127,0.9583,positive
24672,0.074,0.717,0.209,0.8832,negative
38029,0.071,0.855,0.074,0.0905,negative
56691,0,0.681,0.319,0.9538,positive
24844,0,0.722,0.278,0.4019,neutral
53244,0.009,0.781,0.21,0.9804,positive
60738,0,0.788,0.212,0.8065,positive
202,0.036,0.655,0.309,0.9491,positive
66784,0.043,0.811,0.146,0.9206,positive
7623,0.146,0.775,0.078,-0.8823,negative
29028,0.177,0.791,0.032,-0.8506,negative
48300,0,0.954,0.046,0.5023,positive
34788,0,0.629,0.371,0.7703,positive
71975,0.16,0.739,0.101,-0.3612,negative
63380,0,0.855,0.145,0.6588,positive
49470,0,0.794,0.206,0.8225,neutral
25532,0.083,0.795,0.122,0.0027,negative
25384,0,0.952,0.048,0.2263,negative
10191,0.099,0.629,0.272,0.9847,negative
2060,0,0.719,0.281,0.9832,positive
27388,0.134,0.866,0,-0.5417,negative
33232,0,0.5,0.5,0.9325,positive
54774,0.067,0.834,0.098,0.3946,positive
11196,0.071,0.797,0.132,0.6988,negative
17488,0.184,0.793,0.023,-0.9078,negative
2251,0.027,0.848,0.125,0.9136,positive
33107,0,0.89,0.11,0.7035,positive
65719,0.06,0.788,0.152,0.9022,neutral
18571,0.036,0.939,0.025,-0.2695,negative
65582,0.073,0.766,0.161,0.9552,positive
69114,0.086,0.729,0.185,0.7778,positive
64387,0.048,0.952,0,-0.3612,negative
64082,0,0.708,0.292,0.9493,positive
44579,0.107,0.893,0,-0.6707,positive
50827,0.054,0.783,0.163,0.9153,neutral
3083,0.009,0.738,0.253,0.9917,positive
37557,0.118,0.882,0,-0.7723,negative
1251,0.046,0.812,0.142,0.8868,positive
35011,0,0.737,0.263,0.8333,positive
23706,0.029,0.82,0.151,0.9186,positive
46241,0.041,0.796,0.163,0.9291,negative
8958,0,0.729,0.271,0.9645,neutral
46952,0,0.828,0.172,0.9743,neutral
9415,0.019,0.74,0.242,0.99,positive
1209,0,0.752,0.248,0.9216,positive
26419,0.039,0.55,0.411,0.991,neutral
71035,0,0.756,0.244,0.9572,positive
2906,0.101,0.787,0.112,0.597,positive
49189,0.048,0.628,0.324,0.9887,neutral
44838,0.106,0.774,0.12,0.0018,neutral
45219,0.114,0.801,0.085,-0.8566,neutral
33369,0,1,0,0,neutral
19733,0.073,0.763,0.164,0.9673,positive
13650,0.073,0.764,0.163,0.7753,positive
11206,0,0.845,0.155,0.5106,negative
7208,0,0.647,0.353,0.7959,positive
48741,0.093,0.84,0.067,-0.6747,neutral
64580,0,0.834,0.166,0.9252,positive
69690,0.308,0.568,0.124,-0.5017,positive
8015,0.075,0.748,0.177,0.7406,neutral
23068,0,0.886,0.114,0.9078,positive
11438,0,0.632,0.368,0.8462,positive
7374,0.093,0.766,0.142,0.7962,negative
7461,0.026,0.908,0.066,0.6369,negative
52097,0.023,0.781,0.196,0.9449,positive
14053,0.05,0.804,0.145,0.9363,negative
35384,0.069,0.505,0.426,0.9378,positive
56029,0.032,0.813,0.155,0.9805,positive
64234,0,0.921,0.079,0.6652,neutral
28112,0.051,0.776,0.173,0.949,positive
50383,0.031,0.826,0.143,0.9741,neutral
42787,0.121,0.879,0,-0.6697,negative
72031,0,0.634,0.366,0.9726,positive
31896,0,0.564,0.436,0.9312,positive
35170,0,0.489,0.511,0.9394,positive
51319,0,0.889,0.111,0.3612,positive
27997,0,0.658,0.342,0.636,positive
38739,0.136,0.864,0,-0.8402,negative
58101,0.099,0.901,0,-0.5267,negative
11586,0,0.709,0.291,0.8313,positive
5231,0.065,0.594,0.341,0.9664,positive
33540,0.056,0.56,0.384,0.9607,positive
4743,0.076,0.747,0.177,0.8556,positive
4351,0.056,0.781,0.163,0.9169,neutral
18434,0,0.679,0.321,0.9942,positive
709,0.023,0.773,0.204,0.9537,positive
28036,0.167,0.72,0.113,-0.9222,negative
28798,0,0.852,0.148,0.3182,negative
62219,0.036,0.841,0.123,0.7713,positive
26794,0.084,0.916,0,-0.4321,negative
51065,0,0.692,0.308,0.9935,neutral
47446,0.038,0.917,0.046,0.1766,neutral
42157,0,0.862,0.138,0.5848,positive
61270,0.042,0.652,0.306,0.9902,positive
25820,0.052,0.72,0.229,0.9497,positive
64989,0.077,0.808,0.115,0.6164,negative
46001,0,0.788,0.212,0.9742,positive
26301,0,1,0,0,positive
9210,0.038,0.805,0.157,0.6678,negative
9532,0,0.753,0.247,0.9256,positive
42116,0,0.759,0.241,0.9676,positive
71642,0.059,0.87,0.071,0.2174,positive
31714,0,0.716,0.284,0.9201,positive
62989,0.048,0.637,0.315,0.9714,positive
30688,0.097,0.65,0.253,0.8873,positive
42822,0.3,0.579,0.12,-0.6553,negative
55182,0,0.721,0.279,0.9616,positive
27883,0.112,0.542,0.347,0.6705,negative
51673,0.033,0.882,0.084,0.5483,neutral
9166,0.168,0.758,0.074,-0.743,negative
10113,0,0.685,0.315,0.972,positive
27788,0.079,0.789,0.132,0.2357,negative
47091,0.023,0.75,0.227,0.9865,neutral
10465,0,0.715,0.285,0.9542,positive
55937,0.043,0.76,0.197,0.9576,positive
18018,0.014,0.826,0.159,0.9758,positive
37373,0.188,0.779,0.033,-0.9567,negative
61045,0.086,0.646,0.268,0.8935,positive
38682,0.089,0.811,0.101,0.182,negative
30049,0,0.927,0.073,0.8462,negative
57801,0.062,0.744,0.194,0.9736,neutral
39046,0.11,0.82,0.07,-0.8022,negative
26426,0,0.896,0.104,0.624,positive
27001,0.046,0.861,0.093,0.6808,negative
37295,0,1,0,0,neutral
4938,0.162,0.803,0.035,-0.9462,negative
67372,0,1,0,0,negative
5896,0.06,0.861,0.079,0.4329,positive
46776,0.037,0.757,0.206,0.9008,positive
37130,0.054,0.946,0,-0.1695,negative
12890,0.124,0.829,0.048,-0.9363,negative
25263,0.202,0.693,0.106,-0.8057,negative
23984,0.106,0.844,0.05,-0.7355,positive
1660,0.037,0.819,0.144,0.8609,positive
7021,0,0.812,0.188,0.9398,positive
33619,0,0.892,0.108,0.765,positive
56901,0,0.702,0.298,0.9062,positive
23545,0.121,0.838,0.041,-0.8495,negative
43330,0,0.674,0.326,0.9117,positive
52412,0.023,0.803,0.175,0.9607,positive
63057,0,0.779,0.221,0.9832,positive
25030,0,0.753,0.247,0.9867,positive
66934,0.02,0.872,0.108,0.8941,positive
14085,0.037,0.82,0.143,0.8715,positive
45121,0.2,0.716,0.085,-0.702,neutral
70044,0.068,0.751,0.181,0.5663,positive
60376,0,0.791,0.209,0.7973,positive
43820,0.143,0.672,0.184,0.6242,negative
11910,0.17,0.745,0.085,-0.4926,positive
29921,0.033,0.719,0.248,0.9873,positive
62839,0,0.856,0.144,0.8908,positive
43082,0.201,0.693,0.106,-0.5624,negative
53526,0,0.668,0.332,0.9964,positive
71961,0,0.904,0.096,0.4927,positive
45241,0.025,0.798,0.177,0.9081,neutral
46525,0,0.78,0.22,0.9752,positive
10189,0.028,0.843,0.129,0.9558,negative
29575,0.053,0.816,0.131,0.7003,neutral
31090,0,0.771,0.229,0.9896,positive
29489,0,0.604,0.396,0.9832,positive
6743,0,0.796,0.204,0.7482,positive
30522,0,0.902,0.098,0.8582,neutral
57508,0,0.893,0.107,0.8817,neutral
44486,0,0.775,0.225,0.8908,positive
26401,0,1,0,0,neutral
23946,0.085,0.842,0.073,-0.0274,positive
40599,0.063,0.937,0,-0.4717,negative
68420,0,0.653,0.347,0.9521,positive
67650,0.141,0.859,0,-0.7506,negative
38532,0,0.703,0.297,0.9937,positive
55719,0.042,0.778,0.18,0.7235,positive
66217,0.082,0.82,0.098,0.2439,negative
5928,0,0.866,0.134,0.7884,positive
48029,0.05,0.819,0.131,0.7176,positive
55312,0,0.851,0.149,0.7871,positive
10008,0,0.814,0.186,0.836,positive
67501,0,0.879,0.121,0.7904,positive
52195,0.215,0.719,0.066,-0.9805,negative
61398,0,0.573,0.427,0.9528,positive
67376,0.096,0.814,0.091,-0.3333,negative
59756,0,0.798,0.202,0.8705,positive
51198,0.022,0.747,0.231,0.9656,neutral
67811,0.065,0.781,0.155,0.9029,positive
62293,0,0.838,0.162,0.923,positive
42289,0.125,0.769,0.107,-0.0857,positive
33337,0,0.939,0.061,0.3239,negative
28169,0.075,0.728,0.197,0.9744,negative
58068,0,0.82,0.18,0.6705,positive
8215,0.042,0.666,0.292,0.9353,positive
60514,0.009,0.78,0.212,0.9845,positive
16473,0.066,0.841,0.093,0.4812,positive
28570,0.138,0.828,0.034,-0.8189,negative
71790,0.142,0.769,0.089,-0.3182,negative
41197,0.014,0.836,0.15,0.9384,positive
22013,0.121,0.76,0.119,-0.0594,positive
56549,0,0.891,0.109,0.9229,positive
58693,0.025,0.683,0.292,0.9897,positive
30992,0.057,0.75,0.193,0.9639,neutral
22801,0,0.787,0.213,0.986,positive
42112,0.039,0.757,0.205,0.9778,positive
44854,0.144,0.856,0,-0.5704,neutral
30878,0,0.843,0.157,0.9133,neutral
24274,0,0.961,0.039,0.2724,neutral
51505,0,0.856,0.144,0.957,positive
54784,0.017,0.851,0.132,0.8885,positive
48993,0,0.902,0.098,0.7351,neutral
40324,0.027,0.811,0.162,0.8588,positive
25062,0.098,0.77,0.132,0.4215,negative
49108,0,0.833,0.167,0.5859,neutral
3636,0.073,0.825,0.103,0.3322,negative
64102,0,0.65,0.35,0.9705,positive
49813,0.013,0.822,0.165,0.9676,positive
64040,0.132,0.734,0.134,0.3497,negative
32345,0.042,0.807,0.151,0.9676,positive
24640,0.052,0.857,0.09,0.5386,positive
65956,0.05,0.795,0.156,0.9386,negative
41737,0.047,0.832,0.121,0.8273,neutral
61809,0.035,0.898,0.066,0.2249,positive
47540,0.055,0.77,0.175,0.9415,neutral
3249,0.059,0.688,0.253,0.9918,positive
64547,0,0.841,0.159,0.6331,positive
45968,0.575,0.325,0.1,-0.921,negative
36675,0.136,0.864,0,-0.4588,negative
63944,0.026,0.791,0.183,0.9452,positive
62875,0.027,0.834,0.138,0.8593,positive
20464,0,0.822,0.178,0.9816,positive
3299,0.109,0.672,0.219,0.6969,neutral
52254,0,0.769,0.231,0.5423,positive
4137,0.067,0.728,0.205,0.9339,neutral
13254,0.024,0.878,0.098,0.7707,positive
55306,0.26,0.683,0.056,-0.9176,negative
45430,0,0.78,0.22,0.7684,neutral
35509,0.087,0.789,0.123,0.4803,positive
11349,0,0.385,0.615,0.937,positive
26490,0,0.825,0.175,0.7866,positive
27956,0,1,0,0,negative
3694,0.124,0.814,0.062,-0.7812,positive
44771,0.075,0.814,0.111,0.2263,neutral
36037,0.091,0.78,0.129,0.6326,positive
57665,0,0.872,0.128,0.6239,positive
45321,0.167,0.833,0,-0.4939,negative
61670,0.028,0.622,0.35,0.9774,positive
35111,0,0.857,0.143,0.4574,positive
52533,0.056,0.868,0.076,0.5267,neutral
33573,0.019,0.854,0.127,0.722,positive
60337,0.058,0.651,0.29,0.9948,positive
6106,0.053,0.769,0.179,0.9675,positive
59800,0.037,0.869,0.094,0.8987,positive
25173,0.116,0.769,0.114,-0.0258,negative
9126,0.074,0.881,0.045,-0.184,negative
2847,0.088,0.735,0.177,0.6428,positive
11673,0.046,0.649,0.304,0.9493,positive
48867,0.022,0.814,0.165,0.9734,positive
71206,0,0.359,0.641,0.9756,positive
28052,0,0.582,0.418,0.9583,positive
15850,0,0.816,0.184,0.9432,positive
64968,0,0.903,0.097,0.5719,neutral
26852,0.148,0.762,0.09,-0.8221,negative
66924,0.068,0.824,0.108,0.6235,negative
41800,0,1,0,0,negative
9,0.057,0.818,0.125,0.4577,negative
69805,0.028,0.747,0.225,0.976,positive
60889,0.079,0.737,0.185,0.8294,positive
31268,0.089,0.662,0.248,0.5848,positive
33758,0.047,0.791,0.162,0.9489,negative
36596,0.03,0.683,0.286,0.9758,positive
